,id,original1,edit1,grades1,meanGrade1,original2,edit2,grades2,meanGrade2,label,new1,original11,new2,original22
250,107998-107999,A Windows 10 <Vulnerability/> Was Used to Rickroll the NSA and Github,Candybar,21110,1.0,A Windows 10 <Vulnerability/> Was Used to Rickroll the NSA and Github,feature,22111,1.4,2,A Windows 10 Candybar Was Used to Rickroll the NSA and Github,A Windows 10 Vulnerability Was Used to Rickroll the NSA and Github,A Windows 10 feature Was Used to Rickroll the NSA and Github,A Windows 10 Vulnerability Was Used to Rickroll the NSA and Github
251,107077-107078,Babe Ruth 's 500th home run bat fetches more than $ 1 million at <auction/>,DildoFest,22210,1.4,Babe Ruth 's 500th home run bat fetches more than $ 1 million at <auction/>,Dogshow,21100,0.8,1,Babe Ruth 's 500th home run bat fetches more than $ 1 million at DildoFest,Babe Ruth 's 500th home run bat fetches more than $ 1 million at auction,Babe Ruth 's 500th home run bat fetches more than $ 1 million at Dogshow,Babe Ruth 's 500th home run bat fetches more than $ 1 million at auction
252,107133-107135,Babe Ruth 500th home run <bat/> sells for more than $ 1 million,candybar,32221,2.0,Babe Ruth 500th home run bat <sells/> for more than $ 1 million,swings,11110,0.8,1,Babe Ruth 500th home run candybar sells for more than $ 1 million,Babe Ruth 500th home run bat sells for more than $ 1 million,Babe Ruth 500th home run bat swings for more than $ 1 million,Babe Ruth 500th home run bat sells for more than $ 1 million
253,107133-107134,Babe Ruth 500th home run <bat/> sells for more than $ 1 million,candybar,32221,2.0,Babe Ruth 500th home <run/> bat sells for more than $ 1 million,kleenex,21100,0.8,1,Babe Ruth 500th home run candybar sells for more than $ 1 million,Babe Ruth 500th home run bat sells for more than $ 1 million,Babe Ruth 500th home kleenex bat sells for more than $ 1 million,Babe Ruth 500th home run bat sells for more than $ 1 million
254,107135-107134,Babe Ruth 500th home run bat <sells/> for more than $ 1 million,swings,11110,0.8,Babe Ruth 500th home <run/> bat sells for more than $ 1 million,kleenex,21100,0.8,0,Babe Ruth 500th home run bat swings for more than $ 1 million,Babe Ruth 500th home run bat sells for more than $ 1 million,Babe Ruth 500th home kleenex bat sells for more than $ 1 million,Babe Ruth 500th home run bat sells for more than $ 1 million
255,106528-106527,Barack Obama urges help for Puerto Rico : ' I hope you 'll support their <recovery/> ',wifi,21110,1.0, <Barack Obama/> urges help for Puerto Rico : ' I hope you 'll support their recovery ',Kanye,21110,1.0,0,Barack Obama urges help for Puerto Rico : ' I hope you 'll support their wifi ',Barack Obama urges help for Puerto Rico : ' I hope you 'll support their recovery ', Kanye urges help for Puerto Rico : ' I hope you 'll support their recovery ', Barack Obama urges help for Puerto Rico : ' I hope you 'll support their recovery '
256,107927-107926,Barr dropped into Giuliani meeting at Justice Department in previously undisclosed <encounter/> ,playdate,32211,1.8,Barr dropped into Giuliani meeting at Justice Department in previously undisclosed <encounter/> ,abduction,22111,1.4,1,Barr dropped into Giuliani meeting at Justice Department in previously undisclosed playdate ,Barr dropped into Giuliani meeting at Justice Department in previously undisclosed encounter ,Barr dropped into Giuliani meeting at Justice Department in previously undisclosed abduction ,Barr dropped into Giuliani meeting at Justice Department in previously undisclosed encounter 
257,106870-106871," <Batteries/> made with sulfur could be cheaper , greener and hold more energy",People,32220,1.8,"Batteries made with <sulfur/> could be cheaper , greener and hold more energy",dirt,33210,1.8,0," People made with sulfur could be cheaper , greener and hold more energy"," Batteries made with sulfur could be cheaper , greener and hold more energy","Batteries made with dirt could be cheaper , greener and hold more energy","Batteries made with sulfur could be cheaper , greener and hold more energy"
258,107038-107039,BBC Sport - Serie A uses <monkeys/> in anti-racism posters,donkeys,21000,0.6,BBC Sport - Serie A <uses/> monkeys in anti-racism posters,tickles,22110,1.2,2,BBC Sport - Serie A uses donkeys in anti-racism posters,BBC Sport - Serie A uses monkeys in anti-racism posters,BBC Sport - Serie A tickles monkeys in anti-racism posters,BBC Sport - Serie A uses monkeys in anti-racism posters
259,104864-104863,Bears in Ukraine have started suffering from Insomnia because it ’s too warm to <hibernate/> ,snuggle,32221,2.0,Bears in <Ukraine/> have started suffering from Insomnia because it ’s too warm to hibernate,Chicago,32110,1.4,1,Bears in Ukraine have started suffering from Insomnia because it ’s too warm to snuggle ,Bears in Ukraine have started suffering from Insomnia because it ’s too warm to hibernate ,Bears in Chicago have started suffering from Insomnia because it ’s too warm to hibernate,Bears in Ukraine have started suffering from Insomnia because it ’s too warm to hibernate
260,102657-102656,Beauty pageant winner suing Miss World competition after being disqualified for being a <mother/> ,stripper,22210,1.4,Beauty pageant winner suing Miss World competition after being disqualified for being a <mother/> ,man,22210,1.4,0,Beauty pageant winner suing Miss World competition after being disqualified for being a stripper ,Beauty pageant winner suing Miss World competition after being disqualified for being a mother ,Beauty pageant winner suing Miss World competition after being disqualified for being a man ,Beauty pageant winner suing Miss World competition after being disqualified for being a mother 
261,101082-101083, <Beauty/> queen says she will be killed if she is deported to Iran,British,32111,1.6, <Beauty/> queen says she will be killed if she is deported to Iran,Drag,22000,0.8,1, British queen says she will be killed if she is deported to Iran, Beauty queen says she will be killed if she is deported to Iran, Drag queen says she will be killed if she is deported to Iran, Beauty queen says she will be killed if she is deported to Iran
262,103887-103888,Beijing urges UN body not to consider Malaysian claim in <South China Sea/> ,WalMart,22111,1.4,Beijing urges UN body not to consider Malaysian <claim/> in South China Sea,Dumplings,22111,1.4,0,Beijing urges UN body not to consider Malaysian claim in WalMart ,Beijing urges UN body not to consider Malaysian claim in South China Sea ,Beijing urges UN body not to consider Malaysian Dumplings in South China Sea,Beijing urges UN body not to consider Malaysian claim in South China Sea
263,100492-100493,Bercow allows <emergency/> Brexit debate – live news,kindergarten,11000,0.4,Bercow allows <emergency/> Brexit debate – live news,liability,11000,0.4,0,Bercow allows kindergarten Brexit debate – live news,Bercow allows emergency Brexit debate – live news,Bercow allows liability Brexit debate – live news,Bercow allows emergency Brexit debate – live news
264,106447-106446,Bernie Is Now Leading Iowa According to the Best <Poll/> in the Game,Quarterback,22111,1.4,Bernie Is Now Leading <Iowa/> According to the Best Poll in the Game,Bingo,32222,2.2,2,Bernie Is Now Leading Iowa According to the Best Quarterback in the Game,Bernie Is Now Leading Iowa According to the Best Poll in the Game,Bernie Is Now Leading Bingo According to the Best Poll in the Game,Bernie Is Now Leading Iowa According to the Best Poll in the Game
265,107429-107430, <Bernie Sanders/> ' crystal clear contrast with Trump,Billy,22200,1.2,Bernie Sanders ' crystal clear contrast with <Trump/> ,youth,222100,1.1666666666666667,1, Billy ' crystal clear contrast with Trump, Bernie Sanders ' crystal clear contrast with Trump,Bernie Sanders ' crystal clear contrast with youth ,Bernie Sanders ' crystal clear contrast with Trump 
266,105682-105683,"Bernie Sanders Dominates Democratic Candidates Among <College/> Voters , New Poll Shows",submissive,21100,0.8,"Bernie Sanders Dominates Democratic Candidates Among <College/> Voters , New Poll Shows",uneducated,10000,0.2,1,"Bernie Sanders Dominates Democratic Candidates Among submissive Voters , New Poll Shows","Bernie Sanders Dominates Democratic Candidates Among College Voters , New Poll Shows","Bernie Sanders Dominates Democratic Candidates Among uneducated Voters , New Poll Shows","Bernie Sanders Dominates Democratic Candidates Among College Voters , New Poll Shows"
267,100278-100277,Bernie Sanders endorses a targeted advertising tax to fund local <journalism/> ,nightclub,22210,1.4,Bernie Sanders endorses a targeted advertising tax to <fund/> local journalism,eliminate,30000,0.6,1,Bernie Sanders endorses a targeted advertising tax to fund local nightclub ,Bernie Sanders endorses a targeted advertising tax to fund local journalism ,Bernie Sanders endorses a targeted advertising tax to eliminate local journalism,Bernie Sanders endorses a targeted advertising tax to fund local journalism
268,100278-100279,Bernie Sanders endorses a targeted advertising tax to fund local <journalism/> ,nightclub,22210,1.4,Bernie Sanders endorses a targeted advertising tax to fund local <journalism/> ,taxidermists,32221,2.0,2,Bernie Sanders endorses a targeted advertising tax to fund local nightclub ,Bernie Sanders endorses a targeted advertising tax to fund local journalism ,Bernie Sanders endorses a targeted advertising tax to fund local taxidermists ,Bernie Sanders endorses a targeted advertising tax to fund local journalism 
269,100277-100279,Bernie Sanders endorses a targeted advertising tax to <fund/> local journalism,eliminate,30000,0.6,Bernie Sanders endorses a targeted advertising tax to fund local <journalism/> ,taxidermists,32221,2.0,2,Bernie Sanders endorses a targeted advertising tax to eliminate local journalism,Bernie Sanders endorses a targeted advertising tax to fund local journalism,Bernie Sanders endorses a targeted advertising tax to fund local taxidermists ,Bernie Sanders endorses a targeted advertising tax to fund local journalism 
270,106541-106543,Bernie Sanders <Enjoys/> Newly Found Frontrunner Status in Iowa,notices,11100,0.6,Bernie Sanders Enjoys Newly Found Frontrunner Status in <Iowa/> ,racing,22111,1.4,2,Bernie Sanders notices Newly Found Frontrunner Status in Iowa,Bernie Sanders Enjoys Newly Found Frontrunner Status in Iowa,Bernie Sanders Enjoys Newly Found Frontrunner Status in racing ,Bernie Sanders Enjoys Newly Found Frontrunner Status in Iowa 
271,106541-106542,Bernie Sanders <Enjoys/> Newly Found Frontrunner Status in Iowa,notices,11100,0.6,Bernie Sanders Enjoys Newly Found Frontrunner Status in <Iowa/> ,Bikini,33222,2.4,2,Bernie Sanders notices Newly Found Frontrunner Status in Iowa,Bernie Sanders Enjoys Newly Found Frontrunner Status in Iowa,Bernie Sanders Enjoys Newly Found Frontrunner Status in Bikini ,Bernie Sanders Enjoys Newly Found Frontrunner Status in Iowa 
272,106543-106542,Bernie Sanders Enjoys Newly Found Frontrunner Status in <Iowa/> ,racing,22111,1.4,Bernie Sanders Enjoys Newly Found Frontrunner Status in <Iowa/> ,Bikini,33222,2.4,2,Bernie Sanders Enjoys Newly Found Frontrunner Status in racing ,Bernie Sanders Enjoys Newly Found Frontrunner Status in Iowa ,Bernie Sanders Enjoys Newly Found Frontrunner Status in Bikini ,Bernie Sanders Enjoys Newly Found Frontrunner Status in Iowa 
273,107144-107145,Bernie Sanders is <looking/> indestructible,being,11110,0.8,Bernie Sanders is <looking/> indestructible,sexting,22111,1.4,2,Bernie Sanders is being indestructible,Bernie Sanders is looking indestructible,Bernie Sanders is sexting indestructible,Bernie Sanders is looking indestructible
274,106484-106485,Bernie Sanders Leads in <Iowa/> Poll Weeks Before Iowa Caucuses,hairstyle,32220,1.8,Bernie Sanders <Leads/> in Iowa Poll Weeks Before Iowa Caucuses,dies,22000,0.8,1,Bernie Sanders Leads in hairstyle Poll Weeks Before Iowa Caucuses,Bernie Sanders Leads in Iowa Poll Weeks Before Iowa Caucuses,Bernie Sanders dies in Iowa Poll Weeks Before Iowa Caucuses,Bernie Sanders Leads in Iowa Poll Weeks Before Iowa Caucuses
275,106308-106307,Bernie Sanders Leads New Iowa <Poll/> ,School,0,0.0,Bernie Sanders Leads New <Iowa/> Poll,sorority,22111,1.4,2,Bernie Sanders Leads New Iowa School ,Bernie Sanders Leads New Iowa Poll ,Bernie Sanders Leads New sorority Poll,Bernie Sanders Leads New Iowa Poll
276,100027-100028,Bernie Sanders pledges to protect news organizations from Google and Facebook <dominance/> ,spying,0,0.0,Bernie Sanders pledges to protect <news/> organizations from Google and Facebook dominance,carpentry,21100,0.8,2,Bernie Sanders pledges to protect news organizations from Google and Facebook spying ,Bernie Sanders pledges to protect news organizations from Google and Facebook dominance ,Bernie Sanders pledges to protect carpentry organizations from Google and Facebook dominance,Bernie Sanders pledges to protect news organizations from Google and Facebook dominance
277,106897-106896,Bernie Sanders Q&A : Inside His Fight to <Protect/> Minor League Baseball,play,32221,2.0,Bernie Sanders Q&A : Inside His Fight to <Protect/> Minor League Baseball,Play,32211,1.8,1,Bernie Sanders Q&A : Inside His Fight to play Minor League Baseball,Bernie Sanders Q&A : Inside His Fight to Protect Minor League Baseball,Bernie Sanders Q&A : Inside His Fight to Play Minor League Baseball,Bernie Sanders Q&A : Inside His Fight to Protect Minor League Baseball
278,107048-107047,Bernie Sanders <taps/> Amazon employees to blast the company ’s record on climate change,punches,221110,1.1666666666666667, <Bernie Sanders/> taps Amazon employees to blast the company ’s record on climate change,Polarbear,222111,1.5,2,Bernie Sanders punches Amazon employees to blast the company ’s record on climate change,Bernie Sanders taps Amazon employees to blast the company ’s record on climate change, Polarbear taps Amazon employees to blast the company ’s record on climate change, Bernie Sanders taps Amazon employees to blast the company ’s record on climate change
